source,term_name,term_id,highlighted,adjusted_p_value,negative_log10_of_adjusted_p_value,term_size,query_size,intersection_size,effective_domain_size,intersections
GO:BP,regulation of cell development,GO:0060284,FALSE,2.48E-09,8.606064856,835,54,18,21110,"CDH1,BCL2,MYB,RAB21,MYCN,PTEN,BTG2,NOTCH1,E2F1,BMP7,CDKN2A,VEGFA,STAT3,TGFB1,SIRT2,FOXP3,IL1B,KRAS"
GO:BP,developmental process,GO:0032502,FALSE,2.81E-09,8.551143507,6489,54,42,21110,"CDH1,GRM7,BCL2,MYB,MET,CDK4,PDCD4,RAB21,MYCN,PTEN,SIRT1,BTG2,NOTCH1,CCNG1,ADAM17,BCL2L2,E2F1,BMP7,VIM,XRN2,CD34,BAX,HPRT1,CDKN2A,MMP2,VEGFA,MMP9,ELAVL4,STAT3,KLF4,KCNH1,CYBB,CXCL10,TGFB1,SIRT2,EIF5A2,FOXP3,STAU1,KDR,IL1B,PPARA,KRAS"
GO:BP,response to oxygen levels,GO:0070482,FALSE,3.04E-09,8.516851413,327,54,13,21110,"BCL2,SIRT1,NOTCH1,ADAM17,E2F1,BMP7,CD34,MMP2,VEGFA,CYBB,TGFB1,SIRT2,PPARA"
GO:BP,positive regulation of apoptotic process,GO:0043065,FALSE,3.17E-09,8.498986798,507,54,15,21110,"BCL2,PDCD4,PTEN,E2F3,SIRT1,NOTCH1,PEA15,E2F1,BMP7,BAX,CDKN2A,MMP2,MMP9,TGFB1,SIRT2"
GO:BP,response to peptide,GO:1901652,FALSE,3.17E-09,8.498986798,507,54,15,21110,"CDK4,CCND3,SIRT1,BTG2,NOTCH1,BCL2L2,BMP7,VIM,MMP2,MMP9,STAT3,CYBB,TGFB1,IL1B,PPARA"
GO:BP,regulation of primary metabolic process,GO:0080090,FALSE,3.60E-09,8.444237697,5836,54,40,21110,"CDH1,BCL2,MYB,MET,CDK4,PDCD4,MYCN,CCND3,CDC25A,PTEN,CCNE1,E2F3,SIRT1,BTG2,NOTCH1,CCNG1,ADAM17,TGIF1,E2F1,BMP7,VIM,BAX,HPRT1,CDKN2A,VEGFA,MMP9,ELAVL4,STAT3,KLF4,CXCL10,TGFB1,SIRT2,PER1,EIF5A2,FOXP3,SRSF1,KDR,IL1B,PPARA,KRAS"
GO:BP,enzyme-linked receptor protein signaling pathway,GO:0007167,FALSE,3.83E-09,8.416325622,990,54,19,21110,"MET,CDK4,PDCD4,CCND3,FMOD,SIRT1,NOTCH1,ADAM17,BMP7,VIM,MMP2,VEGFA,MMP9,STAT3,TGFB1,SIRT2,KDR,IL1B,PPARA"
GO:BP,multicellular organismal process,GO:0032501,FALSE,4.17E-09,8.379772144,7716,54,45,21110,"CDH1,GRM7,BCL2,MYB,MET,CDK4,PDCD4,RAB21,MYCN,CCND3,PTEN,SIRT1,BTG2,NOTCH1,CCNG1,ADAM17,BCL2L2,E2F1,BMP7,VIM,XRN2,CD34,BAX,HPRT1,CDKN2A,MMP2,VEGFA,MMP9,ELAVL4,STAT3,KLF4,KCNH1,CYBB,CXCL10,TGFB1,SIRT2,PER1,EIF5A2,S100P,FOXP3,STAU1,KDR,IL1B,PPARA,KRAS"
GO:BP,tube morphogenesis,GO:0035239,FALSE,4.65E-09,8.332366295,867,54,18,21110,"BCL2,MET,MYCN,SIRT1,NOTCH1,BMP7,CD34,BAX,MMP2,VEGFA,STAT3,KLF4,CYBB,CXCL10,TGFB1,KDR,IL1B,KRAS"
GO:BP,positive regulation of programmed cell death,GO:0043068,FALSE,4.81E-09,8.31792989,522,54,15,21110,"BCL2,PDCD4,PTEN,E2F3,SIRT1,NOTCH1,PEA15,E2F1,BMP7,BAX,CDKN2A,MMP2,MMP9,TGFB1,SIRT2"
GO:BP,negative regulation of cell death,GO:0060548,FALSE,4.99E-09,8.301810236,1005,54,19,21110,"BCL2,MET,PDCD4,SIRT1,BTG2,NOTCH1,CCNG1,BCL2L2,PEA15,BMP7,CD34,BAX,VEGFA,MMP9,KLF4,KDR,IL1B,PPARA,KRAS"
GO:BP,negative regulation of metabolic process,GO:0009892,FALSE,5.38E-09,8.269243418,3559,54,32,21110,"BCL2,MYB,MET,PDCD4,MYCN,CCND3,PTEN,CCNE1,SIRT1,BTG2,NOTCH1,ADAM17,TGIF1,E2F1,BMP7,VIM,XRN2,CD34,BAX,CDKN2A,VEGFA,MMP9,ELAVL4,STAT3,KLF4,TGFB1,SIRT2,PER1,FOXP3,KDR,IL1B,PPARA"
GO:BP,cell surface receptor signaling pathway,GO:0007166,FALSE,8.39E-09,8.076315904,2890,54,29,21110,"GRM7,BCL2,MET,CDK4,PDCD4,CCND3,FMOD,PTEN,CCNE1,SIRT1,NOTCH1,ADAM17,BCL2L2,PEA15,BMP7,VIM,BAX,MMP2,VEGFA,MMP9,STAT3,KLF4,CXCL10,TGFB1,SIRT2,FOXP3,KDR,IL1B,PPARA"
GO:BP,negative regulation of cell development,GO:0010721,FALSE,8.99E-09,8.046221146,277,54,12,21110,"CDH1,MYCN,PTEN,BTG2,NOTCH1,BMP7,CDKN2A,VEGFA,TGFB1,SIRT2,FOXP3,IL1B"
GO:BP,response to external stimulus,GO:0009605,FALSE,9.16E-09,8.038305372,2900,54,29,21110,"CDH1,BCL2,MET,CDK4,PDCD4,PTEN,SIRT1,BTG2,NOTCH1,ADAM17,BMP7,VIM,CD34,BAX,MMP2,VEGFA,MMP9,KLF4,KCNH1,CYBB,CXCL10,TGFB1,SIRT2,MAP3K14,PER1,FOXP3,KDR,IL1B,PPARA"
GO:BP,negative regulation of programmed cell death,GO:0043069,FALSE,9.52E-09,8.02144333,905,54,18,21110,"BCL2,MET,PDCD4,SIRT1,BTG2,NOTCH1,CCNG1,BCL2L2,PEA15,BMP7,BAX,VEGFA,MMP9,KLF4,KDR,IL1B,PPARA,KRAS"
GO:BP,mitotic cell cycle phase transition,GO:0044772,FALSE,1.18E-08,7.92848004,455,54,14,21110,"BCL2,CDK4,CCND3,CDC25A,PTEN,CCNE1,E2F3,CCNG1,ADAM17,E2F1,CDKN2A,KLF4,TGFB1,SIRT2"
GO:BP,cellular response to stimulus,GO:0051716,FALSE,1.24E-08,7.90764341,7521,54,44,21110,"CDH1,GRM7,BCL2,MET,CDK4,PDCD4,RAB21,CCND3,CDC25A,FMOD,PTEN,CCNE1,SIRT1,BTG2,NOTCH1,CCNG1,ADAM17,BCL2L2,PEA15,E2F1,BMP7,VIM,CD34,BAX,CDKN2A,MMP2,VEGFA,MMP9,ELAVL4,STAT3,KLF4,KCNH1,CYBB,CXCL10,TGFB1,SIRT2,MAP3K14,PER1,FOXP3,STAU1,KDR,IL1B,PPARA,KRAS"
GO:BP,protein phosphorylation,GO:0006468,FALSE,1.54E-08,7.813720547,1547,54,22,21110,"BCL2,MET,CDK4,PDCD4,CCND3,CDC25A,PTEN,CCNE1,SIRT1,CCNG1,ADAM17,BMP7,BAX,CDKN2A,VEGFA,MMP9,TGFB1,SIRT2,MAP3K14,KDR,IL1B,KRAS"
GO:BP,cellular response to growth factor stimulus,GO:0071363,FALSE,1.59E-08,7.799201566,680,54,16,21110,"PDCD4,FMOD,SIRT1,NOTCH1,ADAM17,E2F1,BMP7,VEGFA,ELAVL4,STAT3,KLF4,TGFB1,SIRT2,KDR,IL1B,PPARA"
GO:BP,regulation of macromolecule metabolic process,GO:0060255,FALSE,1.72E-08,7.765081988,6816,54,42,21110,"CDH1,BCL2,MYB,MET,CDK4,PDCD4,MYCN,CCND3,CDC25A,PTEN,CCNE1,E2F3,SIRT1,BTG2,NOTCH1,CCNG1,ADAM17,TGIF1,E2F1,BMP7,VIM,XRN2,CD34,BAX,CDKN2A,VEGFA,MMP9,ELAVL4,STAT3,KLF4,CYBB,CXCL10,TGFB1,SIRT2,PER1,EIF5A2,FOXP3,SRSF1,KDR,IL1B,PPARA,KRAS"
GO:BP,epithelium development,GO:0060429,FALSE,1.77E-08,7.751390383,1231,54,20,21110,"BCL2,MET,MYCN,PTEN,NOTCH1,ADAM17,BMP7,VIM,CD34,BAX,MMP2,VEGFA,MMP9,KLF4,CXCL10,TGFB1,FOXP3,KDR,IL1B,KRAS"
GO:BP,regulation of neurogenesis,GO:0050767,FALSE,1.95E-08,7.710376447,379,54,13,21110,"CDH1,RAB21,MYCN,PTEN,BTG2,NOTCH1,E2F1,BMP7,VEGFA,TGFB1,SIRT2,IL1B,KRAS"
GO:BP,nervous system development,GO:0007399,FALSE,2.11E-08,7.676431702,2547,54,27,21110,"CDH1,GRM7,BCL2,MET,RAB21,MYCN,PTEN,BTG2,NOTCH1,CCNG1,BCL2L2,E2F1,BMP7,VIM,XRN2,BAX,HPRT1,MMP2,VEGFA,ELAVL4,STAT3,KLF4,TGFB1,SIRT2,FOXP3,IL1B,KRAS"
GO:BP,signaling,GO:0023052,FALSE,2.14E-08,7.6705664,6493,54,41,21110,"CDH1,GRM7,BCL2,MET,CDK4,PDCD4,RAB21,CCND3,FMOD,PTEN,CCNE1,SIRT1,NOTCH1,CCNG1,ADAM17,BCL2L2,PEA15,E2F1,BMP7,VIM,CD34,BAX,CDKN2A,MMP2,VEGFA,MMP9,STAT3,KLF4,KCNH1,CYBB,CXCL10,TGFB1,SIRT2,MAP3K14,PER1,FOXP3,STAU1,KDR,IL1B,PPARA,KRAS"
GO:BP,regulation of gene expression,GO:0010468,FALSE,2.30E-08,7.637623714,5491,54,38,21110,"CDH1,BCL2,MYB,MET,CDK4,PDCD4,MYCN,CCND3,PTEN,CCNE1,E2F3,SIRT1,BTG2,NOTCH1,ADAM17,TGIF1,E2F1,BMP7,VIM,XRN2,CD34,CDKN2A,VEGFA,ELAVL4,STAT3,KLF4,CYBB,CXCL10,TGFB1,SIRT2,PER1,EIF5A2,FOXP3,SRSF1,KDR,IL1B,PPARA,KRAS"
GO:BP,response to stress,GO:0006950,FALSE,2.31E-08,7.635784271,4017,54,33,21110,"BCL2,MET,PDCD4,PTEN,SIRT1,BTG2,NOTCH1,CCNG1,ADAM17,BCL2L2,E2F1,BMP7,VIM,CD34,BAX,CDKN2A,MMP2,VEGFA,MMP9,ELAVL4,STAT3,KLF4,CYBB,CXCL10,TGFB1,SIRT2,MAP3K14,PER1,FOXP3,STAU1,KDR,IL1B,PPARA"
GO:BP,G1/S transition of mitotic cell cycle,GO:0000082,FALSE,2.67E-08,7.573369181,230,54,11,21110,"BCL2,CDK4,CCND3,CDC25A,PTEN,CCNE1,E2F3,ADAM17,E2F1,CDKN2A,KLF4"
GO:BP,negative regulation of multicellular organismal process,GO:0051241,FALSE,2.82E-08,7.549877911,1110,54,19,21110,"CDH1,BCL2,PDCD4,MYCN,PTEN,BTG2,NOTCH1,ADAM17,BMP7,CD34,CDKN2A,MMP2,KLF4,CXCL10,TGFB1,SIRT2,FOXP3,IL1B,PPARA"
GO:BP,negative regulation of cell population proliferation,GO:0008285,FALSE,2.97E-08,7.527764832,709,54,16,21110,"BCL2,PDCD4,PTEN,E2F3,BTG2,NOTCH1,E2F1,BMP7,BAX,CDKN2A,STAT3,KLF4,TGFB1,SIRT2,FOXP3,IL1B"
GO:BP,response to growth factor,GO:0070848,FALSE,3.03E-08,7.518623038,710,54,16,21110,"PDCD4,FMOD,SIRT1,NOTCH1,ADAM17,E2F1,BMP7,VEGFA,ELAVL4,STAT3,KLF4,TGFB1,SIRT2,KDR,IL1B,PPARA"
GO:BP,phosphorylation,GO:0016310,FALSE,3.24E-08,7.489326001,1787,54,23,21110,"BCL2,MET,CDK4,PDCD4,CCND3,CDC25A,PTEN,CCNE1,SIRT1,CCNG1,ADAM17,BMP7,BAX,CDKN2A,VEGFA,MMP9,STAT3,TGFB1,SIRT2,MAP3K14,KDR,IL1B,KRAS"
GO:BP,regulation of cellular process,GO:0050794,FALSE,3.36E-08,7.474021325,11108,54,51,21110,"CDH1,GRM7,BCL2,MYB,MET,CDK4,PDCD4,RAB21,MYCN,CCND3,CDC25A,FMOD,PTEN,CCNE1,E2F3,SIRT1,BTG2,NOTCH1,CCNG1,ADAM17,TGIF1,BCL2L2,PEA15,E2F1,BMP7,VIM,CD34,BAX,HPRT1,CDKN2A,MMP2,VEGFA,MMP9,ELAVL4,STAT3,KLF4,KCNH1,CYBB,CXCL10,TGFB1,SIRT2,MAP3K14,PER1,EIF5A2,FOXP3,SRSF1,STAU1,KDR,IL1B,PPARA,KRAS"
GO:BP,regulation of metabolic process,GO:0019222,FALSE,3.77E-08,7.423415776,7345,54,43,21110,"CDH1,BCL2,MYB,MET,CDK4,PDCD4,MYCN,CCND3,CDC25A,PTEN,CCNE1,E2F3,SIRT1,BTG2,NOTCH1,CCNG1,ADAM17,TGIF1,E2F1,BMP7,VIM,XRN2,CD34,BAX,HPRT1,CDKN2A,VEGFA,MMP9,ELAVL4,STAT3,KLF4,CYBB,CXCL10,TGFB1,SIRT2,PER1,EIF5A2,FOXP3,SRSF1,KDR,IL1B,PPARA,KRAS"
GO:BP,head development,GO:0060322,FALSE,3.83E-08,7.417010774,848,54,17,21110,"CDH1,BCL2,PTEN,BTG2,NOTCH1,CCNG1,BCL2L2,E2F1,BMP7,XRN2,BAX,HPRT1,MMP2,ELAVL4,TGFB1,SIRT2,KRAS"
GO:BP,regulation of cell cycle,GO:0051726,FALSE,3.84E-08,7.415673207,1130,54,19,21110,"BCL2,CDK4,CCND3,CDC25A,PTEN,CCNE1,SIRT1,BTG2,CCNG1,ADAM17,E2F1,BMP7,BAX,CDKN2A,STAT3,KLF4,TGFB1,SIRT2,IL1B"
GO:BP,cell communication,GO:0007154,FALSE,3.90E-08,7.409204328,6604,54,41,21110,"CDH1,GRM7,BCL2,MET,CDK4,PDCD4,RAB21,CCND3,FMOD,PTEN,CCNE1,SIRT1,NOTCH1,CCNG1,ADAM17,BCL2L2,PEA15,E2F1,BMP7,VIM,CD34,BAX,CDKN2A,MMP2,VEGFA,MMP9,STAT3,KLF4,KCNH1,CYBB,CXCL10,TGFB1,SIRT2,MAP3K14,PER1,FOXP3,STAU1,KDR,IL1B,PPARA,KRAS"
GO:BP,response to stimulus,GO:0050896,FALSE,4.62E-08,7.335179712,9081,54,47,21110,"CDH1,GRM7,BCL2,MYB,MET,CDK4,PDCD4,RAB21,CCND3,CDC25A,FMOD,PTEN,CCNE1,SIRT1,BTG2,NOTCH1,CCNG1,ADAM17,BCL2L2,PEA15,E2F1,BMP7,VIM,CD34,BAX,HPRT1,CDKN2A,MMP2,VEGFA,MMP9,ELAVL4,STAT3,KLF4,KCNH1,CYBB,CXCL10,TGFB1,SIRT2,MAP3K14,PER1,S100P,FOXP3,STAU1,KDR,IL1B,PPARA,KRAS"
GO:BP,positive regulation of gene expression,GO:0010628,FALSE,6.50E-08,7.187110462,1165,54,19,21110,"MYCN,SIRT1,NOTCH1,ADAM17,E2F1,BMP7,VIM,CD34,CDKN2A,VEGFA,ELAVL4,STAT3,KLF4,CYBB,TGFB1,EIF5A2,FOXP3,IL1B,KRAS"
GO:BP,regulation of biosynthetic process,GO:0009889,FALSE,6.98E-08,7.156074598,4177,54,33,21110,"CDH1,BCL2,MYB,MET,CDK4,PDCD4,MYCN,CCND3,PTEN,CCNE1,E2F3,SIRT1,BTG2,NOTCH1,TGIF1,E2F1,BMP7,VIM,CD34,CDKN2A,VEGFA,ELAVL4,STAT3,KLF4,CXCL10,TGFB1,SIRT2,PER1,EIF5A2,FOXP3,KDR,IL1B,PPARA"
GO:BP,negative regulation of apoptotic process,GO:0043066,FALSE,7.35E-08,7.133994266,884,54,17,21110,"BCL2,PDCD4,SIRT1,BTG2,NOTCH1,CCNG1,BCL2L2,PEA15,BMP7,BAX,VEGFA,MMP9,KLF4,KDR,IL1B,PPARA,KRAS"
GO:BP,regulation of phosphate metabolic process,GO:0019220,FALSE,7.47E-08,7.126570295,1333,54,20,21110,"BCL2,MET,PDCD4,CCND3,CDC25A,PTEN,CCNE1,SIRT1,CCNG1,ADAM17,BMP7,BAX,CDKN2A,VEGFA,MMP9,SIRT2,KDR,IL1B,PPARA,KRAS"
GO:BP,regulation of phosphorus metabolic process,GO:0051174,FALSE,7.57E-08,7.120715345,1334,54,20,21110,"BCL2,MET,PDCD4,CCND3,CDC25A,PTEN,CCNE1,SIRT1,CCNG1,ADAM17,BMP7,BAX,CDKN2A,VEGFA,MMP9,SIRT2,KDR,IL1B,PPARA,KRAS"
GO:BP,signal transduction,GO:0007165,FALSE,7.83E-08,7.106426558,6034,54,39,21110,"GRM7,BCL2,MET,CDK4,PDCD4,RAB21,CCND3,FMOD,PTEN,CCNE1,SIRT1,NOTCH1,CCNG1,ADAM17,BCL2L2,PEA15,E2F1,BMP7,VIM,CD34,BAX,CDKN2A,MMP2,VEGFA,MMP9,STAT3,KLF4,KCNH1,CYBB,CXCL10,TGFB1,SIRT2,MAP3K14,PER1,FOXP3,KDR,IL1B,PPARA,KRAS"
GO:BP,regulation of mitotic cell cycle phase transition,GO:1901990,FALSE,7.96E-08,7.098870247,334,54,12,21110,"BCL2,CDK4,CCND3,CDC25A,PTEN,CCNG1,ADAM17,E2F1,CDKN2A,KLF4,TGFB1,SIRT2"
GO:BP,regulation of phosphorylation,GO:0042325,FALSE,8.22E-08,7.085184918,1181,54,19,21110,"BCL2,MET,PDCD4,CCND3,CDC25A,PTEN,CCNE1,SIRT1,CCNG1,ADAM17,BMP7,BAX,CDKN2A,VEGFA,MMP9,SIRT2,KDR,IL1B,KRAS"
GO:BP,morphogenesis of an epithelium,GO:0002009,FALSE,8.33E-08,7.079552874,527,54,14,21110,"BCL2,MET,MYCN,PTEN,NOTCH1,ADAM17,BMP7,MMP2,VEGFA,KLF4,CXCL10,TGFB1,KDR,KRAS"
GO:BP,mitotic cell cycle process,GO:1903047,FALSE,9.37E-08,7.028097208,766,54,16,21110,"BCL2,CDK4,CCND3,CDC25A,PTEN,CCNE1,E2F3,CCNG1,ADAM17,E2F1,BMP7,CDKN2A,KLF4,TGFB1,SIRT2,IL1B"
GO:BP,positive regulation of cell migration,GO:0030335,FALSE,9.43E-08,7.025340373,532,54,14,21110,"BCL2,MET,SIRT1,NOTCH1,ADAM17,BMP7,MMP2,VEGFA,MMP9,STAT3,CXCL10,TGFB1,KDR,IL1B"
GO:BP,cell cycle G1/S phase transition,GO:0044843,FALSE,1.00E-07,6.99986605,260,54,11,21110,"BCL2,CDK4,CCND3,CDC25A,PTEN,CCNE1,E2F3,ADAM17,E2F1,CDKN2A,KLF4"
GO:BP,regulation of macromolecule biosynthetic process,GO:0010556,FALSE,1.01E-07,6.997027581,3958,54,32,21110,"CDH1,BCL2,MYB,MET,CDK4,PDCD4,MYCN,CCND3,PTEN,CCNE1,E2F3,SIRT1,BTG2,NOTCH1,TGIF1,E2F1,BMP7,VIM,CDKN2A,VEGFA,ELAVL4,STAT3,KLF4,CXCL10,TGFB1,SIRT2,PER1,EIF5A2,FOXP3,KDR,IL1B,PPARA"
GO:BP,regulation of cell migration,GO:0030334,FALSE,1.54E-07,6.812270028,927,54,17,21110,"CDH1,BCL2,MET,PTEN,SIRT1,NOTCH1,ADAM17,BMP7,MMP2,VEGFA,MMP9,STAT3,KLF4,CXCL10,TGFB1,KDR,IL1B"
GO:BP,regulation of protein phosphorylation,GO:0001932,FALSE,1.56E-07,6.80814469,1072,54,18,21110,"BCL2,PDCD4,CCND3,CDC25A,PTEN,CCNE1,SIRT1,CCNG1,ADAM17,BMP7,BAX,CDKN2A,VEGFA,MMP9,SIRT2,KDR,IL1B,KRAS"
GO:BP,cellular response to hypoxia,GO:0071456,FALSE,1.65E-07,6.783473279,140,54,9,21110,"BCL2,SIRT1,NOTCH1,E2F1,BMP7,CD34,VEGFA,CYBB,SIRT2"
GO:BP,positive regulation of macromolecule biosynthetic process,GO:0010557,FALSE,1.75E-07,6.756490466,1942,54,23,21110,"CDH1,MYB,MET,MYCN,E2F3,SIRT1,NOTCH1,E2F1,BMP7,VIM,CDKN2A,VEGFA,STAT3,KLF4,CXCL10,TGFB1,SIRT2,PER1,EIF5A2,FOXP3,KDR,IL1B,PPARA"
GO:BP,positive regulation of cell motility,GO:2000147,FALSE,1.77E-07,6.752093677,558,54,14,21110,"BCL2,MET,SIRT1,NOTCH1,ADAM17,BMP7,MMP2,VEGFA,MMP9,STAT3,CXCL10,TGFB1,KDR,IL1B"
GO:BP,tube development,GO:0035295,FALSE,1.81E-07,6.74231944,1082,54,18,21110,"BCL2,MET,MYCN,SIRT1,NOTCH1,BMP7,CD34,BAX,MMP2,VEGFA,STAT3,KLF4,CYBB,CXCL10,TGFB1,KDR,IL1B,KRAS"
GO:BP,cell cycle phase transition,GO:0044770,FALSE,1.86E-07,6.731652155,560,54,14,21110,"BCL2,CDK4,CCND3,CDC25A,PTEN,CCNE1,E2F3,CCNG1,ADAM17,E2F1,CDKN2A,KLF4,TGFB1,SIRT2"
GO:BP,biological regulation,GO:0065007,FALSE,1.92E-07,6.715841672,12891,54,53,21110,"CDH1,GRM7,BCL2,MYB,MET,CDK4,PDCD4,RAB21,MYCN,CCND3,CDC25A,FMOD,PTEN,CCNE1,E2F3,SIRT1,BTG2,NOTCH1,CCNG1,GTF2B,ADAM17,TGIF1,BCL2L2,PEA15,E2F1,BMP7,VIM,XRN2,CD34,BAX,HPRT1,CDKN2A,MMP2,VEGFA,MMP9,ELAVL4,STAT3,KLF4,KCNH1,CYBB,CXCL10,TGFB1,SIRT2,MAP3K14,PER1,EIF5A2,FOXP3,SRSF1,STAU1,KDR,IL1B,PPARA,KRAS"
GO:BP,regulation of molecular function,GO:0065009,FALSE,2.12E-07,6.672838015,2586,54,26,21110,"BCL2,MET,PDCD4,CCND3,CDC25A,PTEN,CCNE1,SIRT1,NOTCH1,CCNG1,GTF2B,ADAM17,E2F1,BMP7,BAX,CDKN2A,VEGFA,MMP9,STAT3,KLF4,TGFB1,SIRT2,FOXP3,KDR,IL1B,PPARA"
GO:BP,regulation of protein serine/threonine kinase activity,GO:0071900,FALSE,2.22E-07,6.653896747,365,54,12,21110,"PDCD4,CCND3,CDC25A,PTEN,CCNE1,SIRT1,CCNG1,ADAM17,BMP7,CDKN2A,VEGFA,IL1B"
GO:BP,regulation of nervous system development,GO:0051960,FALSE,2.22E-07,6.653585584,461,54,13,21110,"CDH1,RAB21,MYCN,PTEN,BTG2,NOTCH1,E2F1,BMP7,VEGFA,TGFB1,SIRT2,IL1B,KRAS"
GO:BP,negative regulation of nitrogen compound metabolic process,GO:0051172,FALSE,2.22E-07,6.653105536,2374,54,25,21110,"MYB,PDCD4,CCND3,PTEN,CCNE1,SIRT1,BTG2,NOTCH1,TGIF1,E2F1,BMP7,CD34,BAX,CDKN2A,VEGFA,MMP9,ELAVL4,STAT3,KLF4,TGFB1,SIRT2,PER1,FOXP3,IL1B,PPARA"
GO:BP,positive regulation of transcription by RNA polymerase II,GO:0045944,FALSE,2.39E-07,6.621465449,1257,54,19,21110,"MYB,MET,MYCN,E2F3,SIRT1,NOTCH1,E2F1,BMP7,CDKN2A,VEGFA,STAT3,KLF4,CXCL10,TGFB1,SIRT2,PER1,FOXP3,IL1B,PPARA"
GO:BP,positive regulation of locomotion,GO:0040017,FALSE,2.57E-07,6.590756255,574,54,14,21110,"BCL2,MET,SIRT1,NOTCH1,ADAM17,BMP7,MMP2,VEGFA,MMP9,STAT3,CXCL10,TGFB1,KDR,IL1B"
GO:BP,negative regulation of neurogenesis,GO:0050768,FALSE,2.71E-07,6.566680621,148,54,9,21110,"CDH1,MYCN,PTEN,BTG2,NOTCH1,BMP7,TGFB1,SIRT2,IL1B"
GO:BP,cellular response to decreased oxygen levels,GO:0036294,FALSE,2.71E-07,6.566680621,148,54,9,21110,"BCL2,SIRT1,NOTCH1,E2F1,BMP7,CD34,VEGFA,CYBB,SIRT2"
GO:BP,negative regulation of RNA metabolic process,GO:0051253,FALSE,3.08E-07,6.510871591,1443,54,20,21110,"MYB,PDCD4,CCND3,CCNE1,SIRT1,BTG2,NOTCH1,TGIF1,E2F1,BMP7,CDKN2A,VEGFA,ELAVL4,STAT3,KLF4,TGFB1,SIRT2,PER1,FOXP3,PPARA"
GO:BP,negative regulation of macromolecule metabolic process,GO:0010605,FALSE,3.17E-07,6.498664913,3342,54,29,21110,"MYB,PDCD4,MYCN,CCND3,PTEN,CCNE1,SIRT1,BTG2,NOTCH1,TGIF1,E2F1,BMP7,VIM,XRN2,CD34,BAX,CDKN2A,VEGFA,MMP9,ELAVL4,STAT3,KLF4,TGFB1,SIRT2,PER1,FOXP3,KDR,IL1B,PPARA"
GO:BP,positive regulation of protein metabolic process,GO:0051247,FALSE,3.40E-07,6.468203523,1451,54,20,21110,"BCL2,CCND3,PTEN,SIRT1,ADAM17,BMP7,VIM,BAX,CDKN2A,VEGFA,MMP9,STAT3,KLF4,TGFB1,SIRT2,EIF5A2,FOXP3,KDR,IL1B,KRAS"
GO:BP,cellular response to oxygen-containing compound,GO:1901701,FALSE,3.57E-07,6.447110154,1287,54,19,21110,"CDH1,MET,CDK4,PDCD4,CCND3,SIRT1,BCL2L2,E2F1,BMP7,VIM,MMP2,MMP9,STAT3,KCNH1,CYBB,CXCL10,TGFB1,SIRT2,IL1B"
GO:BP,cellular response to organic substance,GO:0071310,FALSE,3.83E-07,6.417341869,2019,54,23,21110,"CDH1,BCL2,CDK4,PDCD4,CCND3,SIRT1,NOTCH1,ADAM17,BCL2L2,E2F1,BMP7,VIM,BAX,MMP2,STAT3,KLF4,CYBB,CXCL10,TGFB1,SIRT2,PER1,IL1B,PPARA"
GO:BP,cell cycle,GO:0007049,FALSE,3.86E-07,6.413369399,1825,54,22,21110,"BCL2,MYB,CDK4,CCND3,CDC25A,PTEN,CCNE1,E2F3,SIRT1,BTG2,CCNG1,GTF2B,ADAM17,E2F1,BMP7,BAX,CDKN2A,STAT3,KLF4,TGFB1,SIRT2,IL1B"
GO:BP,negative regulation of nervous system development,GO:0051961,FALSE,3.87E-07,6.41209503,154,54,9,21110,"CDH1,MYCN,PTEN,BTG2,NOTCH1,BMP7,TGFB1,SIRT2,IL1B"
GO:BP,regulation of cell motility,GO:2000145,FALSE,4.14E-07,6.383381422,988,54,17,21110,"CDH1,BCL2,MET,PTEN,SIRT1,NOTCH1,ADAM17,BMP7,MMP2,VEGFA,MMP9,STAT3,KLF4,CXCL10,TGFB1,KDR,IL1B"
GO:BP,branching morphogenesis of an epithelial tube,GO:0048754,FALSE,4.60E-07,6.337182542,157,54,9,21110,"BCL2,MET,MYCN,NOTCH1,BMP7,VEGFA,TGFB1,KDR,KRAS"
GO:BP,positive regulation of developmental process,GO:0051094,FALSE,4.82E-07,6.316547662,1310,54,19,21110,"BCL2,RAB21,SIRT1,NOTCH1,E2F1,BMP7,CD34,BAX,VEGFA,ELAVL4,STAT3,KLF4,CYBB,TGFB1,SIRT2,FOXP3,KDR,IL1B,KRAS"
GO:BP,regulation of cell cycle process,GO:0010564,FALSE,5.00E-07,6.301247475,726,54,15,21110,"BCL2,CDK4,CCND3,CDC25A,PTEN,SIRT1,CCNG1,ADAM17,E2F1,BMP7,CDKN2A,KLF4,TGFB1,SIRT2,IL1B"
GO:BP,regulation of catabolic process,GO:0009894,FALSE,5.22E-07,6.282460593,1003,54,17,21110,"CDH1,BCL2,MET,CDK4,PTEN,SIRT1,BTG2,E2F1,VIM,BAX,CDKN2A,ELAVL4,STAT3,SIRT2,KDR,IL1B,PPARA"
GO:BP,negative regulation of DNA-templated transcription,GO:0045892,FALSE,5.28E-07,6.277330614,1317,54,19,21110,"MYB,PDCD4,CCND3,CCNE1,SIRT1,BTG2,NOTCH1,TGIF1,E2F1,BMP7,CDKN2A,VEGFA,STAT3,KLF4,TGFB1,SIRT2,PER1,FOXP3,PPARA"
